丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖
1995/11/30,1.3884,1.3929,1.3571,1.3616,43.71M
1995/12/1,1.3571,1.3661,1.3259,1.3437,51.05M
1995/12/4,1.433,1.433,1.3929,1.4107,120M
1995/12/5,1.375,1.4241,1.3661,1.4107,90.90M
1995/12/6,1.4196,1.4241,1.3705,1.3839,50.28M
1995/12/7,1.3839,1.3839,1.3527,1.3772,35.48M
1995/12/8,1.3839,1.4062,1.3527,1.4062,35.34M
1995/12/11,1.4107,1.4152,1.3705,1.3795,27.91M
1995/12/12,1.3795,1.3795,1.3571,1.3571,44.39M
1995/12/13,1.3661,1.3929,1.3125,1.3705,171M
1995/12/14,1.3884,1.4062,1.3571,1.3661,83.38M
1995/12/15,1.2679,1.308,1.2411,1.2589,182M
1995/12/18,1.2545,1.2589,1.1384,1.1518,168M
1995/12/19,1.1696,1.1875,1.1518,1.1696,108M
1995/12/20,1.1964,1.2009,1.1607,1.1652,91.43M
1995/12/21,1.1696,1.1696,1.1295,1.1607,83.22M
1995/12/22,1.1652,1.1741,1.1473,1.1518,58.67M
1995/12/26,1.1607,1.1607,1.1339,1.1451,34.88M
1995/12/27,1.1473,1.192,1.1384,1.1562,67.14M
1995/12/28,1.1473,1.1696,1.1384,1.1429,62.50M
1995/12/29,1.1429,1.1562,1.1295,1.1384,76.03M
1996/1/2,1.1518,1.1518,1.1339,1.1473,34.82M
1996/1/3,1.1429,1.1741,1.1384,1.1473,107M
1996/1/4,1.1562,1.1562,1.1205,1.1272,75.05M
1996/1/5,1.1295,1.2232,1.1205,1.2232,112M
1996/1/8,1.2321,1.2679,1.2143,1.2366,30.34M
1996/1/9,1.2366,1.2366,1.1696,1.1696,62.80M
1996/1/10,1.1607,1.2411,1.1518,1.2232,91.36M
1996/1/11,1.1652,1.25,1.1562,1.25,189M
1996/1/12,1.2411,1.2411,1.1875,1.2098,100M
1996/1/15,1.2054,1.2321,1.192,1.2187,90.77M
1996/1/16,1.2277,1.2411,1.2009,1.2344,88.21M
1996/1/17,1.2277,1.2277,1.2054,1.2143,59.10M
1996/1/18,1.1741,1.192,1.0848,1.1406,175M
1996/1/19,1.1071,1.1339,1.0491,1.067,207M
1996/1/22,1.0625,1.1071,1.0446,1.0893,125M
1996/1/23,1.2054,1.2143,1.1071,1.1295,247M
1996/1/24,1.1473,1.1518,1.1339,1.1518,164M
1996/1/25,1.1339,1.1429,1.0759,1.0804,111M
1996/1/26,1.0848,1.1161,1.0223,1.0937,184M
1996/1/29,1.0357,1.0625,1.0268,1.0402,83.15M
1996/1/30,0.9643,1.0045,0.9593,0.9754,156M
1996/1/31,0.9911,1,0.9777,0.9866,82.01M
1996/2/1,0.9821,1.0134,0.9821,1.0134,83.26M
1996/2/2,1.0312,1.058,1.0268,1.0446,139M
1996/2/5,1.0603,1.0625,1.0357,1.0446,79.68M
1996/2/6,1.0446,1.0714,1.0446,1.058,56.55M
1996/2/7,1.0625,1.0625,0.9911,1.0089,90.14M
1996/2/8,0.9821,1.0045,0.9821,0.9955,65.79M
1996/2/9,0.9955,1.0179,0.9866,0.9911,51.42M
1996/2/12,1.0045,1.0179,1,1.0134,48.57M
1996/2/13,1,1.0312,0.9955,1.0045,57.13M
1996/2/14,1.0089,1.0089,0.9799,0.9866,40.80M
1996/2/15,0.9866,1.0045,0.9777,1,30.52M
1996/2/16,1.0045,1.0134,0.9821,0.9821,39.11M
1996/2/20,1,1.0536,1,1.0357,94.23M
1996/2/21,1.0491,1.0625,1.0402,1.058,55.46M
1996/2/22,1.0714,1.0759,1.058,1.067,46.05M
1996/2/23,1.067,1.0804,1.058,1.067,43.32M
1996/2/26,1.0714,1.0759,1.0536,1.0536,29.57M
1996/2/27,1.067,1.067,1.0179,1.0223,37.29M
1996/2/28,1.0312,1.0312,0.9866,0.9911,46.98M
1996/2/29,0.9821,0.9911,0.9732,0.9821,28.22M
1996/3/1,0.9866,0.9866,0.9509,0.9598,57.78M
1996/3/4,0.9732,0.9777,0.9375,0.9375,46.89M
1996/3/5,0.9464,0.9554,0.9375,0.9509,28.77M
1996/3/6,0.9554,0.9598,0.933,0.9353,24.76M
1996/3/7,0.9375,0.942,0.9062,0.9219,65.02M
1996/3/8,0.9107,0.9375,0.8929,0.9286,37.25M
1996/3/11,0.9375,0.942,0.9196,0.9241,31.75M
1996/3/12,0.9286,0.942,0.9152,0.9219,24.04M
1996/3/13,0.9241,0.933,0.9152,0.9196,24.92M
1996/3/14,0.9241,0.9241,0.9107,0.9152,23.34M
1996/3/15,0.9286,0.9286,0.9107,0.9241,25.35M
1996/3/18,0.9263,0.933,0.9196,0.933,27.28M
1996/3/19,0.942,0.9464,0.9152,0.9196,31.09M
1996/3/20,0.9196,0.9196,0.8973,0.9018,29.00M
1996/3/21,0.9107,0.9107,0.8929,0.8973,27.50M
1996/3/22,0.9018,0.9062,0.8884,0.9062,26.89M
1996/3/25,0.9107,0.9196,0.8571,0.8571,41.09M
1996/3/26,0.8571,0.875,0.8437,0.8527,40.20M
1996/3/27,0.8304,0.9018,0.8214,0.9018,107M
1996/3/28,0.8839,0.9152,0.8616,0.8638,73.97M
1996/3/29,0.8661,0.8839,0.8482,0.8772,41.63M
1996/4/1,0.8973,0.9241,0.8756,0.9107,39.66M
1996/4/2,0.9152,0.9152,0.8884,0.8929,25.36M
1996/4/3,0.8973,0.8973,0.8689,0.8772,18.06M
1996/4/4,0.8795,0.8795,0.8571,0.8616,21.51M
1996/4/8,0.8527,0.875,0.8482,0.8705,42.21M
1996/4/9,0.8884,0.9464,0.8705,0.9286,58.77M
1996/4/10,0.933,0.9464,0.9241,0.9286,43.69M
1996/4/11,0.933,0.9375,0.9107,0.9196,24.57M
1996/4/12,0.9241,0.9241,0.9062,0.9107,20.36M
1996/4/15,0.9107,0.9196,0.8929,0.9196,38.52M
1996/4/16,0.9241,0.9286,0.9152,0.9241,25.35M
1996/4/17,0.9241,0.9286,0.8973,0.9018,21.35M
1996/4/18,0.9062,0.9068,0.8661,0.8839,54.31M
1996/4/19,0.8795,0.8973,0.8795,0.8951,25.45M
1996/4/22,0.9018,0.9107,0.8884,0.8973,27.78M
1996/4/23,0.8973,0.9018,0.8795,0.8839,42.47M
1996/4/24,0.8795,0.8839,0.8638,0.8661,32.09M
1996/4/25,0.8705,0.8884,0.8616,0.8884,43.60M
1996/4/26,0.8929,0.8973,0.8795,0.8839,47.22M
1996/4/29,0.8929,0.8929,0.875,0.8839,30.26M
1996/4/30,0.8884,0.8884,0.8616,0.8705,34.17M
1996/5/1,0.8705,0.8839,0.8616,0.8705,28.18M
1996/5/2,0.875,0.875,0.8393,0.8482,47.08M
1996/5/3,0.8616,0.8616,0.8393,0.8527,27.12M
1996/5/6,0.8884,0.9241,0.8839,0.9152,72.37M
1996/5/7,0.942,0.9777,0.9375,0.9598,88.38M
1996/5/8,0.9732,0.9732,0.9152,0.9554,46.70M
1996/5/9,0.942,0.9464,0.9196,0.933,24.52M
1996/5/10,0.9375,0.9777,0.9286,0.9732,27.65M
1996/5/13,0.9687,0.9866,0.9509,0.9665,46.75M
1996/5/14,0.9911,1,0.9821,0.9821,49.41M
1996/5/15,0.9955,1.0312,0.9911,1.0179,73.09M
1996/5/16,1.0089,1.0223,0.9955,1.0134,32.52M
1996/5/17,1.0134,1.0134,0.9821,0.9866,30.83M
1996/5/20,0.9955,1.0045,0.9866,0.9978,21.13M
1996/5/21,1,1.0045,0.9687,0.9687,28.60M
1996/5/22,0.9777,0.9777,0.9196,0.9308,50.47M
1996/5/23,0.933,0.9509,0.9196,0.9375,31.01M
1996/5/24,0.9375,0.9598,0.933,0.9554,28.31M
1996/5/28,0.9554,0.9732,0.942,0.942,25.46M
1996/5/29,0.9375,0.9375,0.8839,0.8884,54.88M
1996/5/30,0.8884,0.9196,0.8839,0.9107,25.87M
1996/5/31,0.9152,0.9509,0.9107,0.933,40.66M
1996/6/3,0.9241,0.9286,0.8839,0.8839,31.37M
1996/6/4,0.8571,0.8705,0.8527,0.8638,191M
1996/6/5,0.9062,0.9107,0.8661,0.8973,128M
1996/6/6,0.8929,0.9018,0.8616,0.8661,90.52M
1996/6/7,0.8571,0.8705,0.8393,0.8705,66.94M
1996/6/10,0.8705,0.875,0.8571,0.8616,26.59M
1996/6/11,0.8661,0.8661,0.8571,0.8571,38.26M
1996/6/12,0.875,0.875,0.8571,0.8661,37.98M
1996/6/13,0.8705,0.8901,0.8571,0.8795,47.85M
1996/6/14,0.8839,0.8839,0.8527,0.8549,36.24M
1996/6/17,0.8616,0.8616,0.8437,0.8437,28.23M
1996/6/18,0.8437,0.8482,0.808,0.8125,55.81M
1996/6/19,0.8259,0.8348,0.808,0.8259,33.62M
1996/6/20,0.8348,0.8348,0.8036,0.8125,36.77M
1996/6/21,0.817,0.817,0.7991,0.808,40.46M
1996/6/24,0.808,0.808,0.7902,0.7946,30.69M
1996/6/25,0.7902,0.7946,0.7277,0.7366,61.74M
1996/6/26,0.7366,0.7411,0.7009,0.7098,101M
1996/6/27,0.7143,0.75,0.7054,0.7366,57.31M
1996/6/28,0.7455,0.75,0.7366,0.75,28.92M
1996/7/1,0.7545,0.7679,0.75,0.7679,33.00M
1996/7/2,0.7634,0.7679,0.75,0.75,22.25M
1996/7/3,0.7277,0.7277,0.692,0.692,72.38M
1996/7/5,0.692,0.7054,0.6875,0.6964,26.54M
1996/7/8,0.7009,0.7098,0.6786,0.683,47.23M
1996/7/9,0.6964,0.7009,0.6786,0.6786,38.82M
1996/7/10,0.683,0.6964,0.6696,0.6696,42.35M
1996/7/11,0.6696,0.6741,0.6205,0.6384,72.79M
1996/7/12,0.6562,0.6562,0.6161,0.6451,67.25M
1996/7/15,0.6473,0.6473,0.6116,0.6138,33.31M
1996/7/16,0.6205,0.6205,0.5714,0.6027,72.30M
1996/7/17,0.6205,0.625,0.5937,0.6027,58.40M
1996/7/18,0.7679,0.7768,0.7271,0.7455,224M
1996/7/19,0.7455,0.75,0.7411,0.7411,66.49M
1996/7/22,0.7455,0.7455,0.7143,0.7232,38.05M
1996/7/23,0.7321,0.7366,0.7232,0.7321,32.53M
1996/7/24,0.7143,0.75,0.7098,0.7433,66.02M
1996/7/25,0.7545,0.7634,0.7411,0.75,28.61M
1996/7/26,0.7679,0.7857,0.7545,0.7857,30.92M
1996/7/29,0.7857,0.8036,0.7768,0.7946,48.92M
1996/7/30,0.808,0.8125,0.7589,0.7634,47.35M
1996/7/31,0.7589,0.7857,0.7589,0.7857,23.20M
1996/8/1,0.7857,0.7857,0.7545,0.7589,27.54M
1996/8/2,0.7723,0.7857,0.7589,0.7723,31.99M
1996/8/5,0.7723,0.7812,0.7455,0.75,25.25M
1996/8/6,0.75,0.7679,0.7411,0.7679,23.40M
1996/8/7,0.7768,0.808,0.7723,0.7991,62.12M
1996/8/8,0.7991,0.7991,0.7812,0.7902,25.38M
1996/8/9,0.7946,0.8348,0.7902,0.8259,57.70M
1996/8/12,0.8348,0.8437,0.7991,0.8214,37.84M
1996/8/13,0.817,0.8259,0.7991,0.8036,25.88M
1996/8/14,0.808,0.8214,0.808,0.8125,17.96M
1996/8/15,0.808,0.8125,0.7946,0.7946,26.91M
1996/8/16,0.808,0.808,0.7902,0.8036,35.44M
1996/8/19,0.7991,0.8437,0.7991,0.8437,56.58M
1996/8/20,0.8527,0.8527,0.8348,0.8393,52.94M
1996/8/21,0.8393,0.8437,0.817,0.8214,28.34M
1996/8/22,0.8214,0.8304,0.817,0.8304,21.92M
1996/8/23,0.8214,0.8571,0.8214,0.8527,50.86M
1996/8/26,0.8527,0.8616,0.8393,0.8616,22.42M
1996/8/27,0.8616,0.8929,0.8571,0.8878,72.33M
1996/8/28,0.8884,0.8929,0.875,0.8884,40.90M
1996/8/29,0.8884,0.8884,0.8705,0.875,26.73M
1996/8/30,0.8839,0.8839,0.8661,0.8661,26.43M
1996/9/3,0.8616,0.8705,0.8527,0.8616,17.07M
1996/9/4,0.8527,0.8795,0.8527,0.8616,25.36M
1996/9/5,0.8393,0.8482,0.817,0.817,69.90M
1996/9/6,0.8259,0.8304,0.808,0.8214,60.21M
1996/9/9,0.808,0.8125,0.7812,0.7857,37.06M
1996/9/10,0.7902,0.7902,0.7679,0.7679,38.89M
1996/9/11,0.7679,0.7768,0.75,0.7545,36.80M
1996/9/12,0.75,0.7545,0.7232,0.7277,65.23M
1996/9/13,0.7277,0.7589,0.7277,0.75,41.65M
1996/9/16,0.7679,0.8214,0.7634,0.7991,61.16M
1996/9/17,0.817,0.8259,0.8036,0.8214,52.29M
1996/9/18,0.8214,0.8616,0.817,0.8393,88.34M
1996/9/19,0.8437,0.8437,0.8348,0.8348,29.87M
1996/9/20,0.8348,0.8393,0.8125,0.817,37.29M
1996/9/23,0.817,0.817,0.7991,0.7991,11.44M
1996/9/24,0.7991,0.817,0.7991,0.8036,35.95M
1996/9/25,0.8036,0.808,0.7857,0.7991,27.26M
1996/9/26,0.7991,0.8036,0.7946,0.7991,25.82M
1996/9/27,0.7946,0.7991,0.7902,0.7969,20.39M
1996/9/30,0.7902,0.7991,0.7902,0.7924,21.36M
1996/10/1,0.7857,0.8839,0.7857,0.8795,135M
1996/10/2,0.8437,0.8795,0.8259,0.8437,69.20M
1996/10/3,0.8437,0.8482,0.7991,0.7991,56.93M
1996/10/4,0.817,0.8259,0.7902,0.8147,33.36M
1996/10/7,0.8214,0.8348,0.817,0.8259,23.93M
1996/10/8,0.8393,0.8661,0.8304,0.8304,47.61M
1996/10/9,0.8348,0.8437,0.817,0.8214,21.30M
1996/10/10,0.8527,0.875,0.8482,0.8638,69.17M
1996/10/11,0.8705,0.8795,0.8571,0.8661,30.17M
1996/10/14,0.875,0.9062,0.8661,0.9018,67.42M
1996/10/15,0.9196,0.9241,0.8929,0.9018,90.76M
1996/10/16,0.9018,0.933,0.8795,0.9196,83.69M
1996/10/17,0.9821,0.9911,0.942,0.942,257M
1996/10/18,0.9464,0.9509,0.9286,0.9487,95.66M
1996/10/21,0.9464,0.9509,0.9107,0.9152,46.90M
1996/10/22,0.9152,0.9152,0.8661,0.8884,53.43M
1996/10/23,0.8839,0.9018,0.8705,0.8839,40.01M
1996/10/24,0.8929,0.8929,0.875,0.8839,21.09M
1996/10/25,0.8884,0.8929,0.875,0.875,19.39M
1996/10/28,0.8973,0.8973,0.875,0.875,30.00M
1996/10/29,0.8795,0.8839,0.8259,0.8304,49.91M
1996/10/30,0.8393,0.8571,0.817,0.817,64.26M
1996/10/31,0.8304,0.8348,0.7946,0.8214,48.55M
1996/11/1,0.8348,0.8661,0.8259,0.8661,52.83M
1996/11/4,0.8705,0.875,0.8482,0.8705,22.82M
1996/11/5,0.875,0.9241,0.875,0.9107,94.53M
1996/11/6,0.9152,0.9196,0.8884,0.9107,45.08M
1996/11/7,0.9062,0.9286,0.9018,0.9241,38.77M
1996/11/8,0.9241,0.9375,0.9196,0.9375,47.18M
1996/11/11,0.942,0.942,0.9241,0.9286,23.13M
1996/11/12,0.933,0.9375,0.8973,0.9018,35.74M
1996/11/13,0.9062,0.9241,0.8929,0.9129,20.90M
1996/11/14,0.9107,0.9196,0.9062,0.9152,12.13M
1996/11/15,0.9241,0.9286,0.8929,0.8929,32.68M
1996/11/18,0.8929,0.8973,0.875,0.8839,38.21M
1996/11/19,0.8884,0.8973,0.8795,0.8884,31.11M
1996/11/20,0.8884,0.9062,0.8884,0.8929,25.77M
1996/11/21,0.8884,0.8929,0.8705,0.875,17.65M
1996/11/22,0.875,0.9018,0.875,0.9018,26.00M
1996/11/25,0.9062,0.9107,0.8929,0.8929,19.74M
1996/11/26,0.8884,0.8929,0.8571,0.8661,28.25M
1996/11/27,0.8616,0.8795,0.8616,0.875,22.26M
1996/11/29,0.875,0.8795,0.8571,0.8616,10.57M
1996/12/2,0.8616,0.8973,0.8527,0.8973,43.74M
1996/12/3,0.9018,0.9107,0.8929,0.8973,68.88M
1996/12/4,0.8973,0.9062,0.8884,0.8929,47.71M
1996/12/5,0.8929,0.9018,0.8929,0.8929,35.53M
1996/12/6,0.8705,0.9062,0.8571,0.8973,57.35M
1996/12/9,0.9018,0.9062,0.8862,0.8929,39.66M
1996/12/10,0.8884,0.8929,0.8661,0.875,46.07M
1996/12/11,0.8482,0.8661,0.8482,0.8571,40.84M
1996/12/12,0.8616,0.8661,0.8527,0.8527,21.75M
1996/12/13,0.8482,0.8527,0.8304,0.8304,22.27M
1996/12/16,0.8393,0.8393,0.8036,0.808,37.31M
1996/12/17,0.7991,0.8036,0.7946,0.8036,39.31M
1996/12/18,0.8125,0.8259,0.808,0.8259,51.27M
1996/12/19,0.8214,0.8304,0.7946,0.7946,34.22M
1996/12/20,0.8036,0.8437,0.7634,0.8393,137M
1996/12/23,0.8571,0.8661,0.8304,0.8304,83.08M
1996/12/24,0.8304,0.8348,0.817,0.8259,14.40M
1996/12/26,0.8304,0.8304,0.817,0.8214,21.22M
1996/12/27,0.817,0.8348,0.817,0.8259,34.25M
1996/12/30,0.8259,0.8304,0.7768,0.7768,65.45M
1996/12/31,0.7634,0.7679,0.7411,0.7455,95.93M
1997/1/2,0.7545,0.7589,0.7411,0.75,35.78M
1997/1/3,0.7545,0.7946,0.75,0.7768,29.93M
1997/1/6,0.6295,0.6551,0.6161,0.6384,471M
1997/1/7,0.6473,0.6518,0.625,0.625,244M
1997/1/8,0.6518,0.6562,0.6205,0.6295,275M
1997/1/9,0.6339,0.6384,0.625,0.6339,112M
1997/1/10,0.6295,0.6518,0.6295,0.6518,88.44M
1997/1/13,0.6607,0.6607,0.6473,0.6473,76.44M
1997/1/14,0.6562,0.6562,0.6339,0.6384,63.94M
1997/1/15,0.6429,0.6429,0.6116,0.6161,108M
1997/1/16,0.6116,0.6116,0.5937,0.5982,168M
1997/1/17,0.5982,0.6116,0.5937,0.5982,81.29M
1997/1/20,0.6027,0.6116,0.5982,0.6049,72.91M
1997/1/21,0.6071,0.6161,0.6027,0.6161,71.21M
1997/1/22,0.6205,0.625,0.6071,0.6138,51.41M
1997/1/23,0.6161,0.6205,0.6116,0.6161,43.09M
1997/1/24,0.6161,0.6161,0.6027,0.6027,47.07M
1997/1/27,0.6116,0.6161,0.5937,0.5937,53.51M
1997/1/28,0.6071,0.6071,0.5893,0.5937,52.64M
1997/1/29,0.5937,0.5982,0.5893,0.5937,37.93M
1997/1/30,0.5982,0.5982,0.5893,0.5982,34.98M
1997/1/31,0.5937,0.5937,0.5893,0.5937,49.90M
1997/2/3,0.6027,0.6071,0.5804,0.5826,92.03M
1997/2/4,0.5804,0.5848,0.5402,0.5491,178M
1997/2/5,0.5446,0.558,0.5446,0.5446,98.62M
1997/2/6,0.5446,0.5759,0.5446,0.5714,99.88M
1997/2/7,0.5893,0.5893,0.5625,0.5647,58.82M
1997/2/10,0.5759,0.5759,0.558,0.558,46.35M
1997/2/11,0.567,0.5714,0.5536,0.5603,35.03M
1997/2/12,0.5625,0.567,0.5536,0.5625,44.07M
1997/2/13,0.5625,0.5759,0.5536,0.5759,48.96M
1997/2/14,0.5804,0.5848,0.5714,0.5826,59.31M
1997/2/18,0.5937,0.6384,0.5804,0.6384,92.07M
1997/2/19,0.6384,0.6384,0.6116,0.6295,60.32M
1997/2/20,0.6295,0.6295,0.6071,0.6071,31.24M
1997/2/21,0.6027,0.6071,0.5714,0.5848,52.77M
1997/2/24,0.5804,0.6027,0.5804,0.5937,29.40M
1997/2/25,0.6071,0.6205,0.6027,0.6027,34.52M
1997/2/26,0.6071,0.6116,0.5982,0.6116,25.79M
1997/2/27,0.6071,0.6116,0.5982,0.6071,25.75M
1997/2/28,0.6027,0.6027,0.5804,0.5804,30.47M
1997/3/3,0.5893,0.5893,0.5714,0.5759,32.61M
1997/3/4,0.5804,0.5893,0.5714,0.5893,25.80M
1997/3/5,0.5937,0.6071,0.5893,0.6071,24.04M
1997/3/6,0.6071,0.6071,0.5893,0.5937,29.07M
1997/3/7,0.5982,0.5982,0.5848,0.5893,17.65M
1997/3/10,0.5937,0.5982,0.5871,0.5937,24.80M
1997/3/11,0.5937,0.5937,0.5714,0.5848,24.63M
1997/3/12,0.5804,0.5982,0.5759,0.5804,17.75M
1997/3/13,0.5848,0.5848,0.5759,0.5848,26.27M
1997/3/14,0.5848,0.5982,0.5804,0.5915,57.60M
1997/3/17,0.5804,0.5893,0.5714,0.5893,48.19M
1997/3/18,0.5848,0.5893,0.5759,0.5804,31.77M
1997/3/19,0.5848,0.5848,0.567,0.5759,52.06M
1997/3/20,0.5714,0.625,0.567,0.6161,79.26M
1997/3/21,0.625,0.625,0.5848,0.5937,34.11M
1997/3/24,0.5893,0.5937,0.5804,0.5893,17.81M
1997/3/25,0.5937,0.5937,0.5804,0.5893,28.14M
1997/3/26,0.5848,0.6027,0.5804,0.5982,26.71M
1997/3/27,0.625,0.6875,0.6161,0.6652,285M
1997/3/31,0.6652,0.692,0.6161,0.6518,243M
1997/4/1,0.6295,0.6362,0.6205,0.625,55.06M
1997/4/2,0.6384,0.6451,0.6295,0.6429,55.59M
1997/4/3,0.6607,0.683,0.6518,0.6741,137M
1997/4/4,0.683,0.7009,0.6786,0.6875,119M
1997/4/7,0.7054,0.7098,0.6875,0.6964,63.81M
1997/4/8,0.7009,0.7009,0.6652,0.683,48.46M
1997/4/9,0.6875,0.6875,0.6741,0.6786,61.25M
1997/4/10,0.6786,0.683,0.6607,0.6741,29.25M
1997/4/11,0.6741,0.6741,0.6473,0.6518,19.89M
1997/4/14,0.6562,0.6741,0.6429,0.6696,28.09M
1997/4/15,0.683,0.6875,0.6473,0.6585,34.01M
1997/4/16,0.6652,0.6786,0.6562,0.6629,21.55M
1997/4/17,0.6518,0.683,0.6473,0.6786,54.87M
1997/4/18,0.683,0.683,0.6562,0.6562,35.36M
1997/4/21,0.6652,0.6652,0.6429,0.6429,22.29M
1997/4/22,0.6473,0.6607,0.6384,0.6607,23.66M
1997/4/23,0.6562,0.6607,0.6473,0.6473,13.62M
1997/4/24,0.6607,0.6607,0.6339,0.6384,18.73M
1997/4/25,0.6295,0.6384,0.6205,0.625,21.85M
1997/4/28,0.6339,0.6384,0.625,0.6295,11.69M
1997/4/29,0.6429,0.6429,0.625,0.6317,12.94M
1997/4/30,0.6071,0.6161,0.5982,0.6071,64.41M
1997/5/1,0.6027,0.6116,0.5982,0.6071,18.09M
1997/5/2,0.6071,0.6116,0.5982,0.6071,25.50M
1997/5/5,0.6071,0.6116,0.5982,0.6071,24.61M
1997/5/6,0.6071,0.6116,0.5982,0.6027,20.79M
1997/5/7,0.6027,0.6071,0.5848,0.5893,28.55M
1997/5/8,0.5937,0.6116,0.5893,0.6071,20.73M
1997/5/9,0.6071,0.625,0.6071,0.6094,47.09M
1997/5/12,0.6161,0.6295,0.6071,0.6272,41.24M
1997/5/13,0.625,0.6384,0.6071,0.6272,49.25M
1997/5/14,0.6384,0.6429,0.625,0.6317,33.91M
1997/5/15,0.6339,0.6429,0.625,0.6339,24.75M
1997/5/16,0.625,0.6295,0.6161,0.6161,23.32M
1997/5/19,0.625,0.6295,0.6071,0.6071,13.06M
1997/5/20,0.6071,0.6228,0.5982,0.6161,21.21M
1997/5/21,0.6116,0.6116,0.5893,0.6027,30.56M
1997/5/22,0.5982,0.6027,0.5893,0.5937,19.07M
1997/5/23,0.5937,0.6071,0.5937,0.6027,16.76M
1997/5/27,0.5982,0.6205,0.5982,0.6161,20.52M
1997/5/28,0.6205,0.625,0.6071,0.6071,21.88M
1997/5/29,0.6116,0.6116,0.5937,0.5937,27.80M
1997/5/30,0.5893,0.6071,0.5848,0.5937,44.33M
1997/6/2,0.6071,0.6071,0.5982,0.6049,10.40M
1997/6/3,0.5982,0.6049,0.5937,0.596,16.31M
1997/6/4,0.5937,0.5982,0.5893,0.5937,20.10M
1997/6/5,0.5937,0.6116,0.5915,0.596,16.15M
1997/6/6,0.5937,0.5982,0.5893,0.5982,13.22M
1997/6/9,0.596,0.6049,0.5937,0.5937,18.70M
1997/6/10,0.5982,0.5982,0.5737,0.5804,34.76M
1997/6/11,0.5826,0.5871,0.5804,0.5826,26.35M
1997/6/12,0.5848,0.5848,0.5714,0.5737,19.67M
1997/6/13,0.5737,0.5759,0.5625,0.5647,33.02M
1997/6/16,0.567,0.567,0.5491,0.5536,33.50M
1997/6/17,0.5558,0.5893,0.5536,0.5837,35.56M
1997/6/18,0.5759,0.5804,0.5625,0.5692,27.41M
1997/6/19,0.5714,0.5714,0.5603,0.5625,30.26M
1997/6/20,0.5603,0.5625,0.5536,0.5558,27.55M
1997/6/23,0.5536,0.558,0.5491,0.5491,24.89M
1997/6/24,0.5513,0.5558,0.5446,0.5469,27.79M
1997/6/25,0.5469,0.5491,0.5357,0.5402,49.66M
1997/6/26,0.5402,0.5402,0.5223,0.5246,95.50M
1997/6/27,0.5246,0.529,0.5223,0.5246,39.49M
1997/6/30,0.5268,0.5268,0.5,0.5089,42.80M
1997/7/1,0.4978,0.5,0.4688,0.471,113M
1997/7/2,0.4732,0.4777,0.4643,0.4665,62.49M
1997/7/3,0.4688,0.4955,0.4643,0.4888,46.70M
1997/7/7,0.4978,0.5089,0.4911,0.4933,47.87M
1997/7/8,0.4955,0.5,0.4888,0.4911,23.92M
1997/7/9,0.4933,0.4955,0.4866,0.4888,35.50M
1997/7/10,0.4598,0.4777,0.4554,0.4732,123M
1997/7/11,0.4777,0.5536,0.4754,0.5424,184M
1997/7/14,0.5446,0.558,0.5312,0.558,103M
1997/7/15,0.5625,0.5714,0.558,0.5692,100M
1997/7/16,0.5647,0.5893,0.558,0.5871,112M
1997/7/17,0.6071,0.6473,0.6071,0.625,187M
1997/7/18,0.6384,0.6406,0.6094,0.6194,79.39M
1997/7/21,0.6272,0.6317,0.5714,0.577,88.73M
1997/7/22,0.5848,0.596,0.5826,0.5915,57.83M
1997/7/23,0.5982,0.6027,0.5714,0.5759,35.32M
1997/7/24,0.5759,0.5759,0.558,0.5647,33.37M
1997/7/25,0.567,0.5915,0.5625,0.5804,54.49M
1997/7/28,0.5871,0.5893,0.5804,0.5871,27.63M
1997/7/29,0.5871,0.5937,0.5848,0.5893,17.81M
1997/7/30,0.6049,0.6317,0.5982,0.6205,93.58M
1997/7/31,0.6205,0.6339,0.6161,0.625,65.95M
1997/8/1,0.6295,0.6853,0.6272,0.6853,120M
1997/8/4,0.6853,0.7076,0.6853,0.7054,153M
1997/8/5,0.7121,0.7143,0.6959,0.7054,61.78M
1997/8/6,0.9018,0.9911,0.8929,0.9397,1.05B
1997/8/7,1.0268,1.0625,1.0022,1.0424,927M
1997/8/8,0.9933,1.0134,0.933,0.9576,454M
1997/8/11,0.9397,0.9442,0.8393,0.8772,388M
1997/8/12,0.8594,0.8661,0.7812,0.7879,262M
1997/8/13,0.7946,0.8527,0.7299,0.8437,300M
1997/8/14,0.8437,0.8661,0.8103,0.8214,109M
1997/8/15,0.8259,0.8371,0.8147,0.8304,65.24M
1997/8/18,0.8326,0.8482,0.8125,0.8437,54.46M
1997/8/19,0.846,0.875,0.8326,0.8728,72.37M
1997/8/20,0.8728,0.8973,0.8638,0.8795,80.95M
1997/8/21,0.875,0.8817,0.8527,0.8571,64.82M
1997/8/22,0.8371,0.8571,0.8348,0.8437,56.90M
1997/8/25,0.8437,0.846,0.8192,0.8237,34.65M
1997/8/26,0.808,0.8214,0.7902,0.7946,56.55M
1997/8/27,0.7991,0.8125,0.7812,0.8103,47.66M
1997/8/28,0.7902,0.8036,0.7857,0.7857,23.92M
1997/8/29,0.779,0.7857,0.7679,0.7768,27.42M
1997/9/2,0.7857,0.8058,0.7835,0.7991,46.51M
1997/9/3,0.7991,0.8304,0.7969,0.8036,71.03M
1997/9/4,0.8058,0.817,0.7946,0.8036,30.63M
