丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖
2003/7/14,1.4293,1.4571,1.4193,1.4214,47.10M
2003/7/15,1.43,1.4457,1.3879,1.4007,51.72M
2003/7/16,1.4264,1.4286,1.3843,1.4193,63.46M
2003/7/17,1.4421,1.4964,1.4379,1.4929,188M
2003/7/18,1.4929,1.5129,1.4571,1.4899,74.71M
2003/7/21,1.4779,1.4857,1.45,1.4721,46.32M
2003/7/22,1.4907,1.4971,1.4643,1.4857,49.61M
2003/7/23,1.4964,1.4971,1.4614,1.485,35.76M
2003/7/24,1.5029,1.5357,1.4557,1.465,57.31M
2003/7/25,1.4579,1.5407,1.4571,1.5386,54.20M
2003/7/28,1.5357,1.5361,1.49,1.4993,42.59M
2003/7/29,1.4993,1.5057,1.4657,1.48,49.32M
2003/7/30,1.4836,1.4929,1.4407,1.4486,43.40M
2003/7/31,1.4814,1.525,1.4693,1.5057,75.38M
2003/8/1,1.5,1.5193,1.4743,1.4807,37.67M
2003/8/4,1.4664,1.5357,1.4486,1.515,57.53M
2003/8/5,1.525,1.5286,1.4357,1.4557,62.36M
2003/8/6,1.4329,1.4407,1.3929,1.4021,61.37M
2003/8/7,1.4093,1.435,1.3871,1.4236,43.74M
2003/8/8,1.4364,1.4379,1.4,1.4029,34.46M
2003/8/11,1.4157,1.4236,1.3936,1.4043,34.31M
2003/8/12,1.4114,1.4143,1.39,1.4071,41.11M
2003/8/13,1.4186,1.4529,1.3986,1.4414,71.03M
2003/8/14,1.4436,1.4521,1.4243,1.4264,48.25M
2003/8/15,1.43,1.4336,1.4043,1.4079,31.47M
2003/8/18,1.4186,1.4579,1.4086,1.4529,48.40M
2003/8/19,1.455,1.4607,1.4286,1.4514,33.44M
2003/8/20,1.4414,1.5193,1.4386,1.5007,68.33M
2003/8/21,1.5021,1.5505,1.4964,1.5486,64.10M
2003/8/22,1.5579,1.5714,1.474,1.4914,62.57M
2003/8/25,1.4843,1.4936,1.4636,1.49,34.48M
2003/8/26,1.4821,1.505,1.4536,1.5036,41.24M
2003/8/27,1.4936,1.5343,1.4757,1.5343,56.43M
2003/8/28,1.5236,1.5871,1.5236,1.585,79.96M
2003/8/29,1.5857,1.6321,1.5749,1.615,66.30M
2003/9/2,1.6186,1.6357,1.6,1.6321,61.00M
2003/9/3,1.6286,1.6657,1.6257,1.6393,67.23M
2003/9/4,1.6543,1.6607,1.6264,1.6307,52.00M
2003/9/5,1.6236,1.6536,1.6007,1.6071,60.04M
2003/9/8,1.6057,1.6279,1.605,1.6243,41.82M
2003/9/9,1.6093,1.6193,1.58,1.5979,45.09M
2003/9/10,1.5893,1.615,1.5793,1.5843,56.22M
2003/9/11,1.5893,1.6279,1.5786,1.6114,53.48M
2003/9/12,1.6079,1.6529,1.5936,1.65,45.00M
2003/9/15,1.6293,1.6357,1.58,1.5864,56.71M
2003/9/16,1.5864,1.6211,1.5857,1.5971,67.34M
2003/9/17,1.5979,1.5986,1.5611,1.58,72.35M
2003/9/18,1.5786,1.6421,1.5679,1.6343,63.23M
2003/9/19,1.6343,1.6464,1.6021,1.6129,51.56M
2003/9/22,1.5843,1.6071,1.5657,1.5771,44.96M
2003/9/23,1.5729,1.6043,1.5629,1.6021,33.31M
2003/9/24,1.5864,1.5936,1.5059,1.5229,75.35M
2003/9/25,1.5243,1.5264,1.4464,1.4593,144M
2003/9/26,1.45,1.53,1.4392,1.4779,86.66M
2003/9/29,1.535,1.5479,1.475,1.5214,91.43M
2003/9/30,1.5064,1.5157,1.46,1.48,71.42M
2003/10/1,1.4793,1.5071,1.4421,1.485,59.48M
2003/10/2,1.4857,1.4857,1.4486,1.4693,51.49M
2003/10/3,1.4993,1.5614,1.4914,1.5493,74.91M
2003/10/6,1.5479,1.595,1.5414,1.5921,67.08M
2003/10/7,1.575,1.6721,1.565,1.6586,105M
2003/10/8,1.6607,1.6814,1.6236,1.6471,107M
2003/10/9,1.6657,1.6907,1.6279,1.675,86.94M
2003/10/10,1.6786,1.7007,1.6693,1.6914,43.71M
2003/10/13,1.695,1.7436,1.6943,1.7393,69.97M
2003/10/14,1.7371,1.7671,1.7277,1.7536,68.85M
2003/10/15,1.7757,1.7865,1.7558,1.7729,153M
2003/10/16,1.7,1.7029,1.6007,1.6607,244M
2003/10/17,1.67,1.6779,1.6021,1.625,90.58M
2003/10/20,1.6143,1.6671,1.5986,1.6586,69.81M
2003/10/21,1.665,1.6714,1.625,1.6557,44.11M
2003/10/22,1.6386,1.6571,1.62,1.6257,40.43M
2003/10/23,1.6236,1.6536,1.6136,1.6421,41.44M
2003/10/24,1.6114,1.6321,1.5879,1.6143,54.96M
2003/10/27,1.625,1.635,1.6064,1.6143,40.50M
2003/10/28,1.6114,1.6979,1.6,1.6943,63.14M
2003/10/29,1.6793,1.7071,1.6671,1.6921,66.77M
2003/10/30,1.7136,1.7143,1.6336,1.6493,65.27M
2003/10/31,1.6643,1.6679,1.6271,1.635,54.57M
2003/11/3,1.6307,1.6643,1.6271,1.6536,75.71M
2003/11/4,1.6479,1.65,1.6136,1.6364,62.31M
2003/11/5,1.63,1.6521,1.605,1.645,80.77M
2003/11/6,1.6364,1.6536,1.6179,1.6514,99.30M
2003/11/7,1.6564,1.66,1.6036,1.6071,52.58M
2003/11/10,1.6036,1.6179,1.56,1.5643,58.57M
2003/11/11,1.5643,1.5729,1.5343,1.5386,53.77M
2003/11/12,1.5343,1.6229,1.5343,1.595,75.33M
2003/11/13,1.5764,1.6114,1.5657,1.6014,53.28M
2003/11/14,1.6057,1.615,1.52,1.5329,59.29M
2003/11/17,1.525,1.5264,1.4964,1.5093,57.29M
2003/11/18,1.515,1.5243,1.4536,1.4579,67.09M
2003/11/19,1.4686,1.475,1.4471,1.4586,86.16M
2003/11/20,1.4357,1.5057,1.4357,1.4554,59.90M
2003/11/21,1.4529,1.47,1.4179,1.4486,60.66M
2003/11/24,1.4643,1.5193,1.4607,1.5107,95.46M
2003/11/25,1.5164,1.5179,1.4724,1.4771,67.87M
2003/11/26,1.4921,1.5107,1.4464,1.48,61.28M
2003/11/28,1.4843,1.505,1.4657,1.4936,19.02M
2003/12/1,1.5029,1.5607,1.5,1.5507,90.39M
2003/12/2,1.5429,1.5643,1.5293,1.5386,55.18M
2003/12/3,1.5386,1.56,1.4971,1.5021,48.05M
2003/12/4,1.4957,1.5121,1.4836,1.5107,44.48M
2003/12/5,1.4929,1.5107,1.4807,1.4893,46.54M
2003/12/8,1.4843,1.5057,1.4579,1.5036,37.06M
2003/12/9,1.5121,1.5179,1.4571,1.4607,33.79M
2003/12/10,1.4607,1.4721,1.4257,1.4557,67.85M
2003/12/11,1.4464,1.5243,1.4436,1.515,45.87M
2003/12/12,1.5229,1.5229,1.4786,1.4921,48.27M
2003/12/15,1.535,1.535,1.4336,1.4407,97.25M
2003/12/16,1.4421,1.4636,1.4293,1.4371,93.49M
2003/12/17,1.4343,1.4379,1.4136,1.42,68.56M
2003/12/18,1.4214,1.4414,1.4214,1.4314,82.75M
2003/12/19,1.4421,1.4586,1.4014,1.4071,113M
2003/12/22,1.4036,1.4207,1.375,1.4179,94.29M
2003/12/23,1.4229,1.425,1.4,1.415,77.13M
2003/12/24,1.4086,1.4707,1.4036,1.4579,44.37M
2003/12/26,1.4536,1.4936,1.4529,1.4843,25.92M
2003/12/29,1.4936,1.5114,1.49,1.5107,58.36M
2003/12/30,1.5129,1.5357,1.5107,1.52,51.22M
2003/12/31,1.525,1.5379,1.5129,1.5264,43.62M
2004/1/2,1.5393,1.5536,1.5129,1.52,36.17M
2004/1/5,1.53,1.5993,1.53,1.5836,98.84M
2004/1/6,1.5893,1.6014,1.5507,1.5779,127M
2004/1/7,1.5786,1.6307,1.5664,1.6136,147M
2004/1/8,1.6314,1.695,1.6179,1.6686,115M
2004/1/9,1.6593,1.7236,1.6279,1.6429,107M
2004/1/12,1.6543,1.7143,1.65,1.695,122M
2004/1/13,1.7643,1.7743,1.7043,1.7229,170M
2004/1/14,1.7429,1.7529,1.6984,1.7286,156M
2004/1/15,1.6364,1.6714,1.6071,1.6321,255M
2004/1/16,1.6426,1.6457,1.615,1.6229,93.22M
2004/1/20,1.6193,1.6286,1.5893,1.6236,79.00M
2004/1/21,1.6214,1.6407,1.6021,1.615,56.77M
2004/1/22,1.6114,1.6309,1.5843,1.5843,51.25M
2004/1/23,1.5893,1.6243,1.5893,1.6114,56.80M
2004/1/26,1.6043,1.6471,1.6021,1.6436,67.83M
2004/1/27,1.645,1.6607,1.6284,1.6479,76.81M
2004/1/28,1.6314,1.67,1.6007,1.6086,68.85M
2004/1/29,1.6164,1.6286,1.585,1.62,53.18M
2004/1/30,1.6243,1.6336,1.6014,1.6114,46.32M
2004/2/2,1.6043,1.6293,1.5771,1.5943,72.20M
2004/2/3,1.5929,1.6,1.5714,1.59,45.65M
2004/2/4,1.5714,1.5779,1.55,1.5564,76.39M
2004/2/5,1.5586,1.6364,1.5579,1.6014,88.21M
2004/2/6,1.6036,1.635,1.6,1.6221,48.35M
2004/2/9,1.6157,1.6329,1.6071,1.6191,47.06M
2004/2/10,1.6157,1.6514,1.6029,1.6414,63.89M
2004/2/11,1.6493,1.705,1.6464,1.7,87.16M
2004/2/12,1.6907,1.7136,1.6857,1.695,46.00M
2004/2/13,1.7036,1.7214,1.6307,1.6429,78.99M
2004/2/17,1.65,1.6779,1.65,1.6543,42.74M
2004/2/18,1.6557,1.6743,1.6464,1.6614,35.41M
2004/2/19,1.665,1.6886,1.6007,1.605,80.93M
2004/2/20,1.6071,1.6079,1.5864,1.6,69.40M
2004/2/23,1.6036,1.6043,1.5636,1.585,48.55M
2004/2/24,1.5814,1.6243,1.5714,1.5971,64.76M
2004/2/25,1.5871,1.6357,1.5864,1.6293,69.07M
2004/2/26,1.6314,1.6557,1.6286,1.6457,49.60M
2004/2/27,1.64,1.7157,1.6393,1.7086,117M
2004/3/1,1.7207,1.7357,1.705,1.7157,80.55M
2004/3/2,1.7121,1.7214,1.6979,1.7007,64.18M
2004/3/3,1.6857,1.7279,1.6857,1.7086,56.28M
2004/3/4,1.7114,1.8014,1.7079,1.7971,165M
2004/3/5,1.7821,1.9636,1.7786,1.91,385M
2004/3/8,1.9136,1.9136,1.8429,1.8571,131M
2004/3/9,1.85,1.945,1.8393,1.9357,155M
2004/3/10,1.9279,2.01,1.9243,1.9771,252M
2004/3/11,1.9471,2.0029,1.935,1.9393,150M
2004/3/12,1.9514,1.9843,1.9407,1.9686,82.31M
2004/3/15,1.9307,1.9536,1.8757,1.8893,121M
2004/3/16,1.8964,1.9007,1.8136,1.8443,151M
2004/3/17,1.8543,1.8843,1.8414,1.8707,103M
2004/3/18,1.8529,1.8614,1.8279,1.8336,80.33M
2004/3/19,1.8357,1.9243,1.8243,1.8471,103M
2004/3/22,1.8121,1.8693,1.8036,1.8471,105M
2004/3/23,1.8514,1.8571,1.8014,1.8064,96.42M
2004/3/24,1.8071,1.8393,1.805,1.8214,107M
2004/3/25,1.8643,1.9221,1.8493,1.9193,142M
2004/3/26,1.9221,1.9543,1.9221,1.9314,105M
2004/3/29,1.9571,1.9993,1.9429,1.9936,87.68M
2004/3/30,1.99,1.9964,1.9529,1.9943,89.93M
2004/3/31,1.99,1.9986,1.925,1.9314,97.69M
2004/4/1,1.9214,1.9479,1.9014,1.9364,79.58M
2004/4/2,1.9814,1.995,1.945,1.9643,68.62M
2004/4/5,1.9629,2.0264,1.96,2.0229,96.43M
2004/4/6,1.9814,2.0107,1.9593,1.9879,64.53M
2004/4/7,1.9729,1.9786,1.9229,1.9507,63.82M
2004/4/8,1.9929,2,1.9429,1.9664,60.23M
2004/4/12,1.9643,2.0071,1.9636,2.0029,57.63M
2004/4/13,2,2.0021,1.9171,1.9236,109M
2004/4/14,1.91,1.9336,1.8793,1.9029,163M
2004/4/15,2.0714,2.1129,2.0114,2.0929,440M
2004/4/16,2.0764,2.0936,2.0357,2.0843,101M
2004/4/19,2.0086,2.0536,1.9879,2.025,178M
2004/4/20,2.015,2.0293,1.9686,1.9807,88.64M
2004/4/21,1.9714,2.0086,1.955,1.9807,81.48M
2004/4/22,1.9686,2.0129,1.9364,1.9843,86.15M
2004/4/23,1.9786,2,1.9321,1.9786,79.02M
2004/4/26,1.97,1.9739,1.9286,1.9379,57.78M
2004/4/27,1.9457,1.96,1.9064,1.9243,70.97M
2004/4/28,1.9157,1.9293,1.8814,1.8893,57.79M
2004/4/29,1.8893,1.9286,1.8557,1.9121,115M
2004/4/30,1.9207,1.9257,1.8207,1.8414,117M
2004/5/3,1.8571,1.8807,1.8386,1.8621,74.41M
2004/5/4,1.8614,1.8964,1.8214,1.8671,70.00M
2004/5/5,1.8714,1.9107,1.8543,1.9036,59.53M
2004/5/6,1.8864,1.9107,1.85,1.8986,67.89M
2004/5/7,1.8979,1.9693,1.8964,1.905,105M
2004/5/10,1.8764,1.9,1.8529,1.8771,62.49M
2004/5/11,1.8857,1.9421,1.8857,1.9386,76.29M
2004/5/12,1.9136,1.9529,1.8743,1.95,61.40M
2004/5/13,1.9377,1.98,1.9214,1.9421,57.46M
2004/5/14,1.9364,1.9514,1.8893,1.9329,64.45M
2004/5/17,1.9071,1.9329,1.8829,1.9029,75.11M
2004/5/18,1.9264,1.9493,1.9143,1.9329,51.61M
2004/5/19,1.9571,1.9643,1.8871,1.8907,93.93M
2004/5/20,1.9021,1.9286,1.8907,1.9079,49.07M
2004/5/21,1.9214,1.9429,1.9093,1.9364,44.98M
2004/5/24,1.9464,1.9929,1.9364,1.9529,58.92M
2004/5/25,1.9643,2.0364,1.9493,2.0293,79.99M
2004/5/26,2.0221,2.0557,2,2.0364,79.86M
2004/5/27,2.0343,2.0429,1.9871,2.0121,59.00M
2004/5/28,2.0057,2.0193,1.9857,2.0043,36.43M
2004/6/1,1.985,2.0143,1.9721,2.0043,45.62M
2004/6/2,2.0021,2.0836,1.9857,2.0657,79.68M
2004/6/3,2.0514,2.0707,2.0207,2.0286,62.98M
2004/6/4,2.04,2.0893,2.0364,2.0557,99.78M
2004/6/7,2.0743,2.1414,2.0579,2.1293,73.99M
2004/6/8,2.1364,2.1743,2.1307,2.1679,104M
2004/6/9,2.1493,2.1936,2.1429,2.1571,87.30M
2004/6/10,2.1571,2.2121,2.1571,2.1957,64.41M
2004/6/14,2.1893,2.1914,2.1071,2.1514,61.00M
2004/6/15,2.1614,2.2243,2.1614,2.1921,111M
2004/6/16,2.1871,2.38,2.1807,2.3386,227M
2004/6/17,2.3386,2.3664,2.3007,2.3436,139M
2004/6/18,2.3271,2.3864,2.3164,2.3507,102M
2004/6/21,2.3657,2.3929,2.2943,2.3093,97.55M
2004/6/22,2.3086,2.3636,2.3064,2.3571,91.21M
2004/6/23,2.3571,2.4164,2.3493,2.4071,97.73M
2004/6/24,2.405,2.4071,2.3557,2.37,63.13M
2004/6/25,2.3571,2.4071,2.3571,2.4071,89.41M
2004/6/28,2.4214,2.4421,2.3007,2.3207,130M
2004/6/29,2.2929,2.3564,2.2436,2.3214,148M
2004/6/30,2.3221,2.355,2.2779,2.3243,93.30M
2004/7/1,2.2914,2.32,2.2786,2.3071,87.08M
2004/7/2,2.175,2.2271,2.1236,2.22,228M
2004/7/6,2.2214,2.2443,2.2,2.2107,87.26M
2004/7/7,2.2007,2.24,2.1521,2.1707,99.51M
2004/7/8,2.1521,2.1914,2.1393,2.1529,58.34M
2004/7/9,2.1621,2.1786,2.145,2.145,52.21M
2004/7/12,2.1436,2.1457,2.0664,2.0814,128M
2004/7/13,2.0893,2.1143,2.0729,2.0871,79.05M
2004/7/14,2.0686,2.1407,2.0529,2.1129,213M
2004/7/15,2.325,2.4021,2.2936,2.3521,442M
2004/7/16,2.3514,2.3514,2.2943,2.3,122M
2004/7/19,2.2893,2.3014,2.2614,2.2836,133M
2004/7/20,2.2807,2.3,2.2536,2.3,80.96M
2004/7/21,2.3072,2.3364,2.2386,2.2586,75.32M
2004/7/22,2.2386,2.2664,2.2186,2.2629,83.55M
2004/7/23,2.2643,2.2679,2.1771,2.1929,68.39M
2004/7/26,2.2036,2.2464,2.1986,2.2329,98.48M
2004/7/27,2.2679,2.3393,2.255,2.3164,106M
2004/7/28,2.3079,2.315,2.2257,2.305,71.26M
2004/7/29,2.3214,2.3443,2.295,2.3314,55.54M
2004/7/30,2.335,2.3571,2.2857,2.31,60.78M
2004/8/2,2.2314,2.3,2.2236,2.2557,91.27M
2004/8/3,2.25,2.2657,2.225,2.235,52.93M
2004/8/4,2.2279,2.2943,2.2264,2.2707,69.15M
2004/8/5,2.2679,2.3071,2.2321,2.2421,61.13M
2004/8/6,2.2071,2.2214,2.1214,2.1271,123M
2004/8/9,2.1321,2.175,2.1293,2.1643,72.71M
2004/8/10,2.1707,2.2529,2.1679,2.2514,87.82M
2004/8/11,2.2214,2.2236,2.1614,2.215,80.61M
2004/8/12,2.1821,2.2036,2.1629,2.1693,56.56M
2004/8/13,2.19,2.2343,2.1714,2.2029,82.01M
2004/8/16,2.2057,2.2657,2.1886,2.1986,109M
2004/8/17,2.1857,2.2236,2.1679,2.205,80.76M
2004/8/18,2.1793,2.275,2.1779,2.2671,91.16M
2004/8/19,2.2507,2.2757,2.1686,2.1936,97.24M
2004/8/20,2.1964,2.2136,2.1779,2.2,79.19M
2004/8/23,2.2,2.2336,2.1857,2.22,63.66M
2004/8/24,2.2329,2.2821,2.2279,2.2821,93.53M
2004/8/25,2.2793,2.3679,2.2664,2.3607,126M
2004/8/26,2.3686,2.5129,2.3386,2.4757,239M
2004/8/27,2.4721,2.4829,2.4286,2.4536,97.23M
2004/8/30,2.43,2.48,2.4257,2.4371,54.54M
2004/8/31,2.4336,2.4964,2.4286,2.4636,94.64M
2004/9/1,2.45,2.5707,2.4421,2.5614,129M
2004/9/2,2.5357,2.5579,2.4879,2.5471,102M
2004/9/3,2.5021,2.5657,2.5007,2.5164,73.37M
2004/9/7,2.5286,2.585,2.5164,2.5543,75.49M
2004/9/8,2.55,2.6121,2.5486,2.5964,86.01M
2004/9/9,2.5786,2.5929,2.52,2.55,115M
2004/9/10,2.5489,2.5879,2.5329,2.5621,82.00M
2004/9/13,2.5614,2.5764,2.5229,2.5421,70.51M
2004/9/14,2.5214,2.5393,2.4843,2.535,64.45M
2004/9/15,2.5143,2.5341,2.4857,2.5143,58.31M
2004/9/16,2.5143,2.6257,2.5057,2.5964,125M
2004/9/17,2.6107,2.67,2.6,2.6529,128M
2004/9/20,2.6357,2.7129,2.6336,2.6936,61.26M
2004/9/21,2.6929,2.7764,2.6757,2.715,96.69M
2004/9/22,2.7214,2.7243,2.6293,2.6371,100M
2004/9/23,2.6457,2.6786,2.6379,2.6621,99.37M
2004/9/24,2.6714,2.7143,2.6536,2.6636,92.37M
2004/9/27,2.6407,2.7129,2.6307,2.6807,99.42M
2004/9/28,2.6786,2.735,2.675,2.7171,88.30M
2004/9/29,2.7093,2.7757,2.7014,2.7629,68.38M
2004/9/30,2.7857,2.805,2.7464,2.7679,106M
2004/10/1,2.7943,2.7993,2.7557,2.7621,116M
2004/10/4,2.7986,2.7986,2.7679,2.7707,144M
2004/10/5,2.7543,2.8336,2.7429,2.8121,102M
2004/10/6,2.8214,2.9114,2.8193,2.9029,112M
2004/10/7,2.8957,2.9236,2.8186,2.83,107M
2004/10/8,2.825,2.8407,2.7743,2.79,89.83M
2004/10/11,2.7714,2.79,2.7286,2.7564,80.98M
2004/10/12,2.75,2.7557,2.6893,2.735,115M
2004/10/13,2.7729,2.84,2.7671,2.8393,300M
2004/10/14,3.0736,3.2679,3.0393,3.2129,692M
2004/10/15,3.2057,3.2579,3.1564,3.25,257M
2004/10/18,3.1993,3.4107,3.1929,3.4107,301M
2004/10/19,3.4357,3.4536,3.3793,3.3871,201M
2004/10/20,3.3643,3.4,3.3321,3.3907,154M
2004/10/21,3.4029,3.4379,3.3829,3.4243,181M
2004/10/22,3.3857,3.405,3.3586,3.3864,121M
2004/10/25,3.3714,3.4171,3.3621,3.3964,98.16M
2004/10/26,3.3893,3.4321,3.355,3.4264,149M
2004/10/27,3.4757,3.6157,3.4407,3.5929,299M
2004/10/28,3.57,3.73,3.5357,3.7279,216M
2004/10/29,3.7029,3.8,3.7,3.7429,203M
2004/11/1,3.75,3.8043,3.7171,3.7464,151M
2004/11/2,3.745,3.8629,3.7429,3.8214,183M
2004/11/3,3.8886,4.0079,3.8564,3.9507,301M
2004/11/4,3.9307,3.9679,3.8836,3.8893,232M
2004/11/5,3.9214,3.9286,3.7171,3.9086,301M
2004/11/8,3.8764,3.9607,3.8471,3.8843,132M
2004/11/9,3.8714,3.8964,3.8129,3.8607,119M
2004/11/10,3.8536,3.9564,3.8507,3.9107,127M
2004/11/11,3.925,3.9593,3.8736,3.95,102M
2004/11/12,3.9293,3.9779,3.9171,3.9643,98.96M
2004/11/15,3.9343,3.9614,3.8814,3.9457,94.06M
2004/11/16,3.94,3.9429,3.8914,3.9239,73.81M
2004/11/17,3.9421,3.9607,3.8729,3.9214,99.69M
2004/11/18,3.8786,3.9607,3.8779,3.9564,115M
2004/11/19,3.9636,4.065,3.8929,3.9407,191M
2004/11/22,4.1443,4.5714,4.1357,4.3821,643M
2004/11/23,4.4493,4.4607,4.3607,4.3764,228M
2004/11/24,4.4064,4.6571,4.3964,4.575,348M
2004/11/26,4.6679,4.6971,4.5957,4.6107,138M
2004/11/29,4.9286,4.9693,4.815,4.8886,429M
2004/11/30,4.9136,4.9136,4.7893,4.7893,257M
2004/12/1,4.8421,4.8536,4.7336,4.8421,200M
2004/12/2,4.7236,4.7786,4.6186,4.6579,247M
2004/12/3,4.6114,4.6429,4.4107,4.4771,310M
2004/12/6,4.5893,4.7314,4.4964,4.6986,312M
2004/12/7,4.7093,4.7664,4.4686,4.4921,265M
2004/12/8,4.5057,4.6021,4.4321,4.52,174M
2004/12/9,4.4821,4.6,4.4336,4.5707,186M
2004/12/10,4.645,4.7179,4.6214,4.6536,194M
2004/12/13,4.6957,4.7071,4.6143,4.6364,98.85M
2004/12/14,4.6668,4.7057,4.6443,4.6636,104M
2004/12/15,4.6671,4.6757,4.6186,4.6614,99.66M
2004/12/16,4.7314,4.8214,4.7179,4.7569,282M
2004/12/17,4.7736,4.7886,4.6357,4.6421,207M
2004/12/20,4.6771,4.7143,4.4114,4.48,292M
2004/12/21,4.54,4.555,4.4,4.5493,267M
2004/12/22,4.5471,4.5971,4.5286,4.5536,142M
2004/12/23,4.5536,4.5893,4.5429,4.5721,61.49M
2004/12/27,4.6286,4.6536,4.4914,4.5114,140M
2004/12/28,4.5214,4.5893,4.4321,4.5843,153M
2004/12/29,4.5571,4.6414,4.5407,4.6029,112M
2004/12/30,4.6293,4.645,4.5871,4.6286,86.66M
2004/12/31,4.635,4.6429,4.5736,4.6,70.82M
2005/1/3,4.6271,4.6507,4.4714,4.5207,173M
2005/1/4,4.5564,4.6764,4.4979,4.5671,275M
2005/1/5,4.5964,4.6607,4.575,4.6071,170M
2005/1/6,4.6204,4.6364,4.5236,4.6107,176M
2005/1/7,4.6429,4.9736,4.625,4.9464,559M
2005/1/10,4.9929,5.05,4.8486,4.9257,434M
2005/1/11,4.8757,4.9393,4.5814,4.6114,654M
2005/1/12,4.6679,4.7071,4.5214,4.6757,507M
2005/1/13,5.2607,5.3157,4.9807,4.9857,792M
2005/1/14,5.0143,5.1229,4.9421,5.0143,443M
2005/1/18,4.9814,5.05,4.9436,5.0464,252M
2005/1/19,5.035,5.1043,4.9821,4.9914,189M
2005/1/20,4.975,5.0907,4.9621,5.0329,229M
2005/1/21,5.0871,5.1143,5,5.035,228M
2005/1/24,5.07,5.1271,5.0393,5.0543,211M
2005/1/25,5.1007,5.2029,5.0671,5.1464,243M
2005/1/26,5.1914,5.1964,5.0871,5.1607,186M
2005/1/27,5.1543,5.2086,5.1107,5.1886,124M
2005/1/28,5.1871,5.2843,5.1743,5.2843,201M
2005/1/31,5.3271,5.5636,5.3221,5.4929,421M
2005/2/1,5.5014,5.555,5.47,5.5379,170M
2005/2/2,5.5679,5.7079,5.5493,5.6879,256M
2005/2/3,5.65,5.6736,5.5236,5.5579,183M
2005/2/4,5.5621,5.6379,5.5379,5.6314,141M
2005/2/7,5.6379,5.6679,5.5357,5.6386,132M
2005/2/8,5.6479,5.8129,5.6279,5.7786,223M
2005/2/9,5.7886,5.8564,5.5786,5.6243,299M
2005/2/10,5.6229,5.6629,5.4757,5.5971,273M
2005/2/11,5.7043,5.84,5.6386,5.8007,301M
2005/2/14,5.9093,6.0564,5.8607,6.045,318M
2005/2/15,6.19,6.3629,6.1429,6.315,581M
2005/2/16,6.2964,6.4429,6.2393,6.4379,410M
2005/2/17,6.475,6.4914,6.2464,6.2721,380M
2005/2/18,6.2671,6.2757,6.1607,6.2007,291M
2005/2/22,6.1643,6.3071,6.0921,6.0921,305M
2005/2/23,6.1943,6.3179,6.1107,6.3021,336M
2005/2/24,6.32,6.3793,6.2664,6.3521,381M
2005/2/25,6.4014,6.4221,6.2993,6.3564,229M
2005/2/28,6.3829,6.4486,6.28,6.4086,163M
2005/3/1,6.4271,6.4443,6.3086,6.3571,117M
2005/3/2,6.3214,6.4129,6.2971,6.303,115M
2005/3/3,6.3386,6.3443,5.8886,5.97,353M
2005/3/4,6.1086,6.1443,5.9786,6.1157,189M
2005/3/7,6.1143,6.1786,6.05,6.1071,113M
2005/3/8,5.9857,6.0229,5.7286,5.79,255M
2005/3/9,5.6629,5.7543,5.5471,5.6214,331M
2005/3/10,5.6471,5.7514,5.5857,5.69,194M
2005/3/11,5.7443,5.7986,5.6857,5.7529,158M
2005/3/14,5.7886,5.8271,5.6457,5.76,151M
2005/3/15,5.8057,5.8771,5.75,5.8514,128M
2005/3/16,5.8871,6.0443,5.8257,5.8829,175M
2005/3/17,5.9329,6.1257,5.9029,6.0357,201M
2005/3/18,6.19,6.2057,6.0714,6.1371,244M
2005/3/21,6.1843,6.2814,6.1229,6.2429,135M
2005/3/22,6.2443,6.28,6.0971,6.1186,138M
2005/3/23,6.0643,6.2,6.0029,6.0786,153M
2005/3/24,6.13,6.1429,6.0714,6.0714,88.32M
2005/3/28,6.1071,6.1371,6.0671,6.0757,69.42M
2005/3/29,6.08,6.1186,5.9286,5.9643,116M
2005/3/30,6.01,6.1143,5.9744,6.1143,98.94M
2005/3/31,6.0643,6.0743,5.9414,5.9529,159M
2005/4/1,6.0129,6.0257,5.7957,5.8414,161M
2005/4/4,5.8557,5.9014,5.7371,5.87,145M
2005/4/5,5.8886,6.0343,5.87,5.9843,140M
2005/4/6,6.0571,6.1157,6.0214,6.0471,104M
2005/4/7,6.0471,6.25,6.0357,6.2229,127M
2005/4/8,6.2429,6.35,6.22,6.2486,163M
2005/4/11,6.3071,6.3214,5.9871,5.9886,206M
2005/4/12,6.07,6.17,6.0014,6.0943,246M
2005/4/13,6.1357,6.1414,5.77,5.8629,357M
2005/4/14,5.5443,5.7114,5.2629,5.3229,690M
2005/4/15,5.2314,5.3214,5.04,5.05,433M
2005/4/18,5,5.1857,4.8571,5.0886,332M
2005/4/19,5.2286,5.3486,5.1243,5.2986,272M
2005/4/20,5.3857,5.3914,5.0629,5.0729,239M
2005/4/21,5.2,5.3157,5.1286,5.3114,191M
2005/4/22,5.2629,5.2857,4.9857,5.0714,210M
2005/4/25,5.2129,5.2886,5.1586,5.2829,187M
2005/4/26,5.2543,5.3586,5.16,5.17,204M
2005/4/27,5.1271,5.1943,5.0729,5.1357,154M
2005/4/28,5.1843,5.1914,5.0343,5.0771,144M
2005/4/29,5.1643,5.1757,5.0314,5.1514,168M
2005/5/2,5.1729,5.2357,5.1457,5.2043,117M
2005/5/3,5.2,5.2486,5.1471,5.1729,124M
2005/5/4,5.1586,5.3143,5.1571,5.3071,115M
